City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,akureyri,65.6835,-18.0878,12.96,71,40,4.63,IS,1689956228
365,rakops,-21.0167,24.3333,16.95,63,65,7.35,BW,1689956228
366,pangai,-19.8,-174.35,23.7,86,17,9.79,TO,1689956228
367,kailua-kona,19.6406,-155.9956,26.44,94,100,2.06,US,1689956228
368,hastings,50.8552,0.5729,19.99,23,67,8.03,GB,1689956228
369,saint-pierre,-21.3393,55.4781,20.87,73,0,2.57,RE,1689956228
370,konstantinovskoye,45.2992,42.6367,28.32,44,10,3.12,RU,1689956228
371,enriquillo,17.9,-71.2333,32.82,61,0,5.95,DO,1689956229
372,arochukwu,5.3898,7.914,25.25,91,100,2.33,NG,1689956229
373,kerikeri,-35.2268,173.9474,10.51,85,98,3.31,NZ,1689956229
374,coron,11.9986,120.2043,26.31,88,100,1.81,PH,1689956229
375,weno,7.4515,151.8468,26.97,94,100,0.0,FM,1689956229
376,sosnovo-ozerskoye,52.5249,111.5418,12.58,64,98,3.32,RU,1689956230
377,prince rupert,54.3161,-130.3201,15.05,90,100,5.14,CA,1689956112
378,williamson,30.6502,-97.6003,34.77,56,0,2.24,US,1689956021
379,aral,40.5156,81.2636,33.22,17,94,5.87,CN,1689956230
380,sao vicente,-23.9631,-46.3919,27.37,69,20,3.09,BR,1689956230
381,nadym,65.5333,72.5167,22.65,55,100,2.29,RU,1689956230
382,slavyanka,42.8633,131.3847,19.31,98,21,1.66,RU,1689956230
383,baiyin,36.5583,104.2081,22.54,26,3,1.8,CN,1689956231
384,duba,27.3513,35.6901,33.93,41,0,3.73,SA,1689956134
385,darazo,10.9938,10.4118,32.65,38,92,4.99,NG,1689956231
386,chahal guatemala,15.75,-89.5667,29.32,67,38,1.51,GT,1689956231
387,teodoro sampaio,-22.5325,-52.1675,27.16,47,0,5.73,BR,1689956231
388,rundu,-17.9333,19.7667,26.22,19,12,2.57,NA,1689956232
389,san patricio,28.017,-97.5169,33.93,49,9,3.23,US,1689956232
390,cardigan,52.0847,-4.6591,20.51,67,98,5.61,GB,1689956232
391,minab,27.1467,57.0801,32.53,70,50,2.77,IR,1689956232
392,sitka,57.0531,-135.33,15.94,82,75,0.0,US,1689956232
393,saint george's,12.0564,-61.7485,30.82,70,20,6.17,GD,1689955378
394,afaahiti,-17.75,-149.2833,18.93,64,43,6.03,PF,1689956233
395,sao raimundo das mangabeiras,-7.0219,-45.4811,33.13,22,0,4.78,BR,1689956233
396,orkney,-26.9802,26.6727,12.44,58,98,5.04,ZA,1689956233
397,chinde,26.8418,88.0763,20.44,89,84,1.73,NP,1689956233
398,broome,42.2506,-75.833,23.27,83,100,4.12,US,1689956234
399,palu,-0.8917,119.8707,24.51,96,89,1.14,ID,1689956234
400,la'ie,21.6477,-157.9253,25.0,87,79,4.02,US,1689956234
401,tapes,-30.6733,-51.3958,20.15,75,2,3.86,BR,1689956207
402,forster,-32.1667,152.5167,11.83,79,61,5.54,AU,1689955991
403,bulgan,48.8125,103.5347,15.28,92,100,1.49,MN,1689956234
404,klyuchi,52.2667,79.1667,20.82,65,75,3.1,RU,1689956002
405,dzhalagash,45.0833,64.6667,30.08,25,8,4.36,KZ,1689956235
406,grand falls-windsor,48.9332,-55.6649,29.17,53,84,1.79,CA,1689956235
407,qui nhon,13.7667,109.2333,26.79,88,99,1.0,VN,1689956235
408,atkarsk,51.8718,45.0078,16.8,85,75,4.96,RU,1689956235
409,los osos,35.3111,-120.8324,29.46,82,0,0.0,US,1689956235
410,onega,63.9061,38.1404,14.26,99,100,1.74,RU,1689956235
411,bozoum,6.3193,16.3799,25.51,87,98,1.37,CF,1689956236
412,iskateley,67.6803,53.1512,14.82,83,73,7.4,RU,1689956236
413,coruripe,-10.1256,-36.1756,25.91,66,24,6.56,BR,1689956236
414,beidao,34.5686,105.8933,21.7,41,0,0.81,CN,1689956236
415,calama,-22.4667,-68.9333,23.27,4,0,1.03,CL,1689956236
416,hirara,24.8,125.2833,28.15,83,20,4.63,JP,1689956237
417,rongelap,11.1635,166.8941,28.51,77,78,8.01,MH,1689956237
418,carutapera,-1.195,-46.02,30.5,54,15,4.36,BR,1689956237
419,sao tome,0.3365,6.7273,24.13,75,82,5.43,ST,1689956237
420,rudbar,30.15,62.6,37.41,12,98,8.44,AF,1689956237
421,severnoye,56.3491,78.3619,19.04,82,58,2.75,RU,1689956238
422,pyhajarvi,67.0701,27.2176,17.56,56,91,4.22,FI,1689956238
423,rajur,20.1167,78.9167,24.79,95,100,6.03,IN,1689956238
424,lander,42.833,-108.7307,24.33,40,0,2.06,US,1689956238
425,pontianak,-0.0333,109.3333,24.99,88,40,1.03,ID,1689956121
426,borkum,53.5809,6.6915,18.3,64,99,6.8,DE,1689956238
427,gamba,-2.65,10.0,22.77,79,87,3.84,GA,1689956239
428,westport,41.1415,-73.3579,28.75,79,0,3.6,US,1689956122
429,vadso,70.0744,29.7487,9.09,81,75,8.23,NO,1689956239
430,juan rodriguez clara,17.9833,-95.4083,27.81,78,92,2.8,MX,1689956239
431,ibitinga,-21.7578,-48.8289,28.28,36,0,3.41,BR,1689956239
432,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,3.6,EC,1689956052
433,parauapebas,-6.0675,-49.9022,31.99,30,0,4.63,BR,1689956240
434,ha'il,27.5219,41.6907,38.01,10,0,4.12,SA,1689956240
435,belo oriente,-19.22,-42.4836,23.86,61,84,2.75,BR,1689956071
436,paracale,14.2804,122.7881,26.6,88,45,2.02,PH,1689956029
437,puerto deseado,-47.7503,-65.8938,9.97,61,100,4.76,AR,1689956240
438,prince albert,53.2001,-105.7677,21.97,68,0,6.17,CA,1689956123
439,slave lake,55.2834,-114.769,20.99,68,0,1.54,CA,1689956210
440,puerto lempira,15.2667,-83.7667,31.08,66,40,4.12,HN,1689956240
441,fray luis beltran,-39.3167,-65.7667,18.39,36,82,7.78,AR,1689956241
442,puerto el triunfo,13.2833,-88.55,33.01,51,32,2.01,SV,1689956241
443,hwange,-18.3693,26.5019,21.82,46,95,1.92,ZW,1689956241
444,indramayu,-6.3264,108.32,25.45,71,56,3.71,ID,1689956241
445,san antonio de pale,-1.4014,5.6325,23.37,71,79,3.72,GQ,1689956241
446,bethanie,-26.4833,17.15,19.09,9,0,3.98,NA,1689956241
447,vetlanda,57.4289,15.0776,17.25,52,95,4.06,SE,1689956242
448,afif,23.9065,42.9172,35.15,6,97,3.49,SA,1689956242
449,manokwari,-0.8667,134.0833,25.51,81,8,2.19,ID,1689956242
450,khadan khak,30.7477,67.7085,28.26,47,99,1.87,PK,1689956242
451,novyy urengoy,66.0833,76.6333,20.31,70,94,1.91,RU,1689956242
452,ypsonas,34.6884,32.9574,29.54,74,0,6.69,CY,1689956242
453,palmer,42.1584,-72.3287,25.92,78,100,1.34,US,1689956243
454,essaouira,31.5125,-9.77,29.72,48,2,8.23,MA,1689956243
455,tutong,4.8,114.65,25.05,91,100,2.4,BN,1689956243
456,magistral'nyy,56.1725,107.4458,15.16,79,2,1.41,RU,1689956243
457,yangiobod,41.1192,70.0941,22.18,28,0,0.45,UZ,1689956243
458,sant'antioco,39.0664,8.4522,29.98,63,68,4.15,IT,1689956243
459,cururupu,-1.8283,-44.8683,30.77,45,23,3.03,BR,1689956050
460,vetluzhskiy,58.3902,45.4654,17.95,62,72,3.5,RU,1689956244
461,hernando,28.5419,-82.4582,34.36,65,75,5.14,US,1689956244
462,erdenet,49.0333,104.0833,14.04,85,99,1.89,MN,1689956244
463,la passe,45.5549,-0.8967,26.13,60,3,6.74,FR,1689956244
464,palanga,55.9175,21.0686,19.01,59,40,3.09,LT,1689956249
465,manaure,11.7751,-72.4445,32.14,54,4,11.03,CO,1689956249
466,blenheim,-41.516,173.9528,6.4,81,25,0.89,NZ,1689956250
467,safotu,-13.4513,-172.4018,26.97,86,22,2.71,WS,1689956250
468,morehead city,34.7229,-76.726,32.22,67,0,6.69,US,1689956225
469,banff,51.1762,-115.5698,23.2,59,47,2.06,CA,1689956250
470,north bend,43.4065,-124.2243,18.48,88,100,2.06,US,1689956152
471,malvern,34.3623,-92.813,30.73,48,74,2.51,US,1689956250
472,kuta,-8.7233,115.1723,25.0,88,20,1.54,ID,1689956250
473,nuku'alofa,-21.1333,-175.2,22.19,94,40,5.14,TO,1689956155
474,oriximina,-1.7656,-55.8661,32.34,44,68,3.12,BR,1689956251
475,borgarnes,64.5383,-21.9206,17.67,70,97,1.89,IS,1689956251
476,mujiayingzi,42.1167,118.7833,20.53,54,100,1.41,CN,1689956251
477,anloga,5.7947,0.8973,26.57,80,61,7.94,GH,1689956251
478,tazovsky,67.4667,78.7,19.67,61,97,3.69,RU,1689956252
479,sovetskiy,61.3614,63.5842,19.02,67,99,2.93,RU,1689956252
480,gornopravdinsk,60.05,69.9,17.39,90,72,2.17,RU,1689956252
481,balkanabat,39.5108,54.3671,36.5,14,2,3.8,TM,1689956165
482,olyokminsk,60.3736,120.4264,14.69,94,96,1.55,RU,1689956155
483,flekkefjord,58.2971,6.6607,15.53,67,76,5.05,NO,1689956253
484,buriti dos lopes,-3.175,-41.8669,32.86,26,6,2.34,BR,1689956253
485,beau vallon,-20.4189,57.6953,23.13,73,40,3.09,MU,1689956122
486,mana,5.6592,-53.7767,29.18,70,20,4.02,GF,1689956253
487,buala,-8.145,159.5921,26.14,87,76,1.1,SB,1689956253
488,datong,40.0936,113.2914,18.68,84,100,2.64,CN,1689956254
489,san ignacio de velasco,-16.3667,-60.95,32.33,25,0,3.58,BO,1689956254
490,korop,51.5664,32.9586,21.33,53,84,4.59,UA,1689956254
491,bakchar,57.0186,82.0711,17.57,95,54,1.95,RU,1689956254
492,penha,-26.7694,-48.6458,19.93,94,40,4.12,BR,1689956255
493,buritis,-15.6178,-46.4233,25.41,52,92,4.2,BR,1689956186
494,broken hill,-31.95,141.4333,6.33,68,0,0.96,AU,1689956255
495,zaozersk,69.4005,32.4476,9.04,82,100,8.22,RU,1689956255
496,podporozh'ye,60.9112,34.1706,13.24,96,100,2.87,RU,1689956255
497,yemetsk,63.4721,41.7941,15.62,97,100,2.42,RU,1689956255
498,bosaso,11.2842,49.1816,35.51,40,100,5.01,SO,1689956256
499,xapuri,-10.6517,-68.5044,34.3,32,5,1.07,BR,1689956256
500,saipan,15.1355,145.701,27.58,100,20,3.09,MP,1689956041
501,plakhtiyivka,46.1006,29.7217,30.59,27,0,0.33,UA,1689956256
502,port blair,11.6667,92.75,28.02,83,75,3.6,IN,1689956174
503,klaksvik,62.2266,-6.589,14.51,92,35,4.68,FO,1689956256
504,kenai,60.5544,-151.2583,14.52,89,20,0.0,US,1689956256
505,lomza,53.1781,22.0593,22.34,33,96,3.32,PL,1689956257
506,oliveira dos brejinhos,-12.3169,-42.8961,26.94,41,95,5.35,BR,1689956257
507,katsuura,35.1333,140.3,23.32,90,58,4.62,JP,1689956257
508,port saint john's,-31.6229,29.5448,16.85,67,100,7.25,ZA,1689956257
509,dili,-8.5586,125.5736,23.96,69,46,2.2,TL,1689956257
510,moroto,2.5345,34.6666,22.07,67,97,1.56,UG,1689956257
511,ouadda,8.0777,22.4007,24.96,80,89,1.36,CF,1689956258
512,muana,-1.5283,-49.2167,32.46,43,3,1.77,BR,1689956258
513,saqqez,36.2499,46.2735,29.2,19,58,3.92,IR,1689956258
514,belmonte,-15.8631,-38.8828,22.99,85,92,7.6,BR,1689956162
515,dwarka,22.2394,68.9678,28.27,87,100,6.81,IN,1689956258
516,alaverdi,41.0977,44.6732,24.14,76,55,0.17,AM,1689956258
517,lorengau,-2.0226,147.2712,27.37,81,100,2.21,PG,1689956258
518,vila velha,-20.3297,-40.2925,22.97,72,40,4.12,BR,1689955995
519,ebon,4.582,168.6964,26.11,89,100,7.43,MH,1689956258
520,barabai,-2.5833,115.3833,22.89,98,89,1.15,ID,1689956259
521,stronie slaskie,50.2955,16.874,21.81,94,93,1.97,PL,1689956259
522,xingcheng,40.6167,120.7167,22.14,94,100,2.47,CN,1689956259
523,vanino,49.0869,140.2543,19.26,85,99,0.07,RU,1689956259
524,pamandzi,-12.7967,45.2794,25.88,83,75,5.66,YT,1689956259
525,bardai,11.65,7.2333,26.8,53,100,0.8,NG,1689956123
526,ketchikan,55.3422,-131.6461,16.26,88,100,1.54,US,1689956213
527,saint-francois,46.4154,3.9054,24.69,41,0,6.17,FR,1689956188
528,callao,-12.0667,-77.15,24.29,64,100,5.14,PE,1689955720
529,kayangel,8.0823,134.7173,28.44,79,97,6.94,PW,1689956260
530,kruisfontein,-34.0033,24.7314,17.71,59,0,2.7,ZA,1689956260
531,ironwood,46.4547,-90.171,23.64,56,0,2.57,US,1689956260
532,masindi port,1.6961,32.0861,25.11,52,88,0.71,UG,1689956260
533,suhbaatar,50.2314,106.2078,15.68,74,2,2.09,MN,1689956260
534,saynshand,44.8824,110.1163,17.99,71,13,7.64,MN,1689956037
535,aldan,58.6031,125.3894,11.66,97,100,2.64,RU,1689956260
536,al kharj,24.155,47.3346,40.93,6,99,5.34,SA,1689956260
537,waingapu,-9.6567,120.2641,23.19,81,12,5.29,ID,1689956036
538,yonggwang-up,40.0183,127.4547,21.46,95,41,0.78,KP,1689956261
539,malango,-2.9627,119.9001,18.84,98,38,0.56,ID,1689956261
540,santana,-0.0583,-51.1817,31.1,70,20,4.63,BR,1689956043
541,dalandzadgad,43.5708,104.425,23.13,38,83,5.06,MN,1689956073
542,itaituba,-4.2761,-55.9836,34.09,52,20,2.57,BR,1689956068
543,katsuren-haebaru,26.3369,127.8719,29.21,74,20,2.06,JP,1689956261
544,mount isa,-20.7333,139.5,15.87,48,0,8.75,AU,1689956261
545,kismayo,-0.3582,42.5454,25.18,85,11,8.19,SO,1689956261
546,whitefish,48.4111,-114.3376,26.78,45,0,4.12,US,1689956261
547,borogontsy,62.6683,131.1683,11.17,92,68,2.49,RU,1689956262
548,fort st. john,56.2499,-120.8529,18.94,72,75,2.57,CA,1689956003
549,adelaide,-34.9333,138.6,10.18,86,100,3.6,AU,1689956253
550,santa catalina,9.3337,122.8637,26.22,87,99,1.58,PH,1689956262
551,saint-joseph,-21.3667,55.6167,20.26,79,22,5.43,RE,1689956262
552,trinidad,-14.8333,-64.9,30.99,51,0,1.54,BO,1689956262
553,franceville,-1.6333,13.5836,33.76,29,97,1.42,GA,1689956262
554,shenkursk,62.1091,42.896,12.97,95,100,4.4,RU,1689956262
555,pathein,16.7833,94.7333,26.42,90,98,2.27,MM,1689956262
556,sinan,34.8262,126.1086,25.06,85,40,6.22,KR,1689956143
557,vila franca do campo,37.7167,-25.4333,22.23,86,100,0.58,PT,1689956262
558,tekkekoy,41.2117,36.46,26.86,61,0,1.03,TR,1689956263
559,barreiros,-8.8183,-35.1864,26.67,55,9,5.98,BR,1689956263
560,port-cartier,50.0334,-66.8654,21.53,59,74,3.23,CA,1689956263
561,svay rieng,11.0879,105.7993,26.25,83,100,5.11,KH,1689956263
562,antalaha,-14.9003,50.2788,22.07,85,100,4.36,MG,1689956263
563,kichmengskiy gorodok,59.9816,45.7854,15.12,89,100,3.32,RU,1689956263
564,wschowa,51.807,16.3166,16.63,75,100,5.79,PL,1689956263
565,puerto san jose,13.9256,-90.8244,30.53,58,62,0.55,GT,1689956263
566,riohacha,11.5444,-72.9072,33.53,52,7,7.69,CO,1689956263
567,demidov,55.2706,31.515,18.29,52,97,4.69,RU,1689956264
568,marsabit,2.3284,37.9899,24.68,36,31,7.45,KE,1689956153
569,barcelos,41.5388,-8.6151,25.51,59,45,4.66,PT,1689956151
570,kalmunai,7.4167,81.8167,29.57,51,99,5.95,LK,1689956264
571,desert hot springs,33.9611,-116.5017,40.79,26,0,2.57,US,1689956264
572,wenchang,30.904,118.4887,26.54,91,90,1.54,CN,1689956264
573,bahce,37.1972,36.5766,28.85,53,0,3.89,TR,1689956264
574,argo,37.6333,22.7333,33.21,32,7,2.18,GR,1689956264
575,pavlovsk,50.4578,40.1081,21.52,70,33,5.64,RU,1689956264
576,boali,4.8005,18.1275,26.36,85,94,0.46,CF,1689956264
